#,Time,%Passes,Change,Test,Pass,Partial,Fail,Untested
27,Tue Jan 30 19:58:33 EST 2018,41,0,Assignment1Suite,ClearTest1 GetTest1 InsertTest3 RemoveTest2 SizeTest0 SizeTest1 SizeTest3 , ,ClearTest0 EverythingTest0 GetTest0 InsertTest0 InsertTest1 InsertTest2 RemoveTest0 RemoveTest1 RemoveTest3 SizeTest2 , ,
28,Tue Jan 30 20:00:14 EST 2018,41,0,InsertTestSuite,ClearTest1 GetTest1 InsertTest3 RemoveTest2 SizeTest0 SizeTest1 SizeTest3 , ,ClearTest0 EverythingTest0 GetTest0 InsertTest0 InsertTest1 InsertTest2 RemoveTest0 RemoveTest1 RemoveTest3 SizeTest2 , ,
29,Thu Feb 01 13:50:02 EST 2018,41,0,Assignment1Suite,ClearTest1 GetTest1 InsertTest3 RemoveTest2 SizeTest0 SizeTest1 SizeTest3 , ,ClearTest0 EverythingTest0 GetTest0 InsertTest0 InsertTest1 InsertTest2 RemoveTest0 RemoveTest1 RemoveTest3 SizeTest2 , ,
30,Thu Feb 01 13:52:06 EST 2018,41,0,Assignment1Suite,ClearTest1 GetTest1 InsertTest3 RemoveTest2 SizeTest0 SizeTest1 SizeTest3 , ,ClearTest0 EverythingTest0 GetTest0 InsertTest0 InsertTest1 InsertTest2 RemoveTest0 RemoveTest1 RemoveTest3 SizeTest2 , ,
31,Thu Feb 01 13:54:05 EST 2018,41,0,Assignment1Suite,ClearTest1 GetTest1 InsertTest3 RemoveTest2 SizeTest0 SizeTest1 SizeTest3 , ,ClearTest0 EverythingTest0 GetTest0 InsertTest0 InsertTest1 InsertTest2 RemoveTest0 RemoveTest1 RemoveTest3 SizeTest2 , ,
32,Thu Feb 01 13:55:18 EST 2018,41,0,Assignment1Suite,ClearTest1 GetTest1 InsertTest3 RemoveTest2 SizeTest0 SizeTest1 SizeTest3 , ,ClearTest0 EverythingTest0 GetTest0 InsertTest0 InsertTest1 InsertTest2 RemoveTest0 RemoveTest1 RemoveTest3 SizeTest2 , ,
33,Thu Feb 01 13:55:43 EST 2018,29,-12,Assignment1Suite,GetTest1 InsertTest3 RemoveTest2 SizeTest0 SizeTest1 , ,ClearTest0 ClearTest1- EverythingTest0 GetTest0 InsertTest0 InsertTest1 InsertTest2 RemoveTest0 RemoveTest1 RemoveTest3 SizeTest2 SizeTest3- , ,
34,Thu Feb 01 13:56:56 EST 2018,41,12,Assignment1Suite,ClearTest1+ GetTest1 InsertTest3 RemoveTest2 SizeTest0 SizeTest1 SizeTest3+ , ,ClearTest0 EverythingTest0 GetTest0 InsertTest0 InsertTest1 InsertTest2 RemoveTest0 RemoveTest1 RemoveTest3 SizeTest2 , ,
35,Thu Feb 01 14:03:05 EST 2018,41,0,Assignment1Suite,ClearTest1 GetTest1 InsertTest3 RemoveTest2 SizeTest0 SizeTest1 SizeTest3 , ,ClearTest0 EverythingTest0 GetTest0 InsertTest0 InsertTest1 InsertTest2 RemoveTest0 RemoveTest1 RemoveTest3 SizeTest2 , ,
36,Thu Feb 01 14:03:27 EST 2018,41,0,Assignment1Suite,ClearTest1 GetTest1 InsertTest3 RemoveTest2 SizeTest0 SizeTest1 SizeTest3 , ,ClearTest0 EverythingTest0 GetTest0 InsertTest0 InsertTest1 InsertTest2 RemoveTest0 RemoveTest1 RemoveTest3 SizeTest2 , ,
37,Fri Feb 02 15:43:48 EST 2018,35,-6,Assignment1Suite,ClearTest1 GetTest1 InsertTest3 SizeTest0 SizeTest1 SizeTest3 , ,ClearTest0 EverythingTest0 GetTest0 InsertTest0 InsertTest1 InsertTest2 RemoveTest0 RemoveTest1 RemoveTest2- RemoveTest3 SizeTest2 , ,
38,Fri Feb 02 15:49:29 EST 2018,17,-18,Assignment1Suite,GetTest1 InsertTest3 SizeTest0 , ,ClearTest0 ClearTest1- EverythingTest0 GetTest0 InsertTest0 InsertTest1 InsertTest2 RemoveTest0 RemoveTest1 RemoveTest2 RemoveTest3 SizeTest1- SizeTest2 SizeTest3- , ,
39,Fri Feb 02 15:50:12 EST 2018,17,0,Assignment1Suite,GetTest1 InsertTest3 SizeTest0 , ,ClearTest0 ClearTest1 EverythingTest0 GetTest0 InsertTest0 InsertTest1 InsertTest2 RemoveTest0 RemoveTest1 RemoveTest2 RemoveTest3 SizeTest1 SizeTest2 SizeTest3 , ,
40,Fri Feb 02 15:51:47 EST 2018,17,0,Assignment1Suite,GetTest1 InsertTest3 SizeTest0 , ,ClearTest0 ClearTest1 EverythingTest0 GetTest0 InsertTest0 InsertTest1 InsertTest2 RemoveTest0 RemoveTest1 RemoveTest2 RemoveTest3 SizeTest1 SizeTest2 SizeTest3 , ,
41,Fri Feb 02 15:59:23 EST 2018,29,12,Assignment1Suite,GetTest0+ GetTest1 InsertTest3 SizeTest0 SizeTest3+ , ,ClearTest0 ClearTest1 EverythingTest0 InsertTest0 InsertTest1 InsertTest2 RemoveTest0 RemoveTest1 RemoveTest2 RemoveTest3 SizeTest1 SizeTest2 , ,
42,Fri Feb 02 16:01:35 EST 2018,100,71,Assignment1Suite,ClearTest0+ ClearTest1+ EverythingTest0+ GetTest0 GetTest1 InsertTest0+ InsertTest1+ InsertTest2+ InsertTest3 RemoveTest0+ RemoveTest1+ RemoveTest2+ RemoveTest3+ SizeTest0 SizeTest1+ SizeTest2+ SizeTest3 , , , ,
43,Sun Feb 04 15:06:28 EST 2018,100,0,Assignment1Suite,ClearTest0 ClearTest1 EverythingTest0 GetTest0 GetTest1 InsertTest0 InsertTest1 InsertTest2 InsertTest3 RemoveTest0 RemoveTest1 RemoveTest2 RemoveTest3 SizeTest0 SizeTest1 SizeTest2 SizeTest3 , , , ,
